idx,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,class
499,-3.74,-4.24,90.00,7.23,21.99,34.35,28.88,20.95,28.14,-7.85,-38.98,-54.37,-17.55,-28.09,-50.60,10.90,-9.28,-44.53,
500,-2.33,-2.24,90.00,8.87,24.51,36.05,31.58,21.29,26.10,-9.22,-40.41,-54.31,-19.02,-28.75,-51.09,10.78,-9.14,-45.86,
501,-1.10,1.24,90.00,10.55,24.02,27.58,21.62,24.22,27.00,-15.40,-39.23,-55.85,-24.73,-27.84,-53.19,9.20,-4.96,-51.19,
502,0.48,5.51,84.64,11.53,26.37,25.28,19.76,26.18,27.11,-19.20,-38.86,-57.17,-28.52,-25.62,-54.56,3.93,-7.44,-51.57,
503,-0.02,6.98,90.00,11.27,27.06,25.42,19.92,25.94,28.27,-20.21,-37.22,-58.99,-29.96,-23.97,-55.56,1.20,-3.88,-53.50,
504,1.68,7.82,79.86,13.85,28.30,26.62,14.48,28.21,25.80,-23.85,-37.25,-58.11,-34.18,-24.97,-55.08,-3.12,-1.74,-56.63,
505,5.34,6.38,72.88,16.81,29.67,32.43,14.12,29.47,20.91,-24.05,-41.51,-55.05,-34.88,-29.32,-53.43,-4.16,-5.47,-59.10,
506,9.55,3.33,67.65,21.44,32.12,38.60,24.39,27.43,15.81,-18.17,-49.03,-51.38,-30.05,-35.60,-51.22,-1.21,-11.44,-55.10,
507,9.79,0.68,65.40,23.83,31.22,38.30,26.52,26.70,16.26,-14.82,-49.82,-48.62,-28.86,-37.05,-48.84,1.34,-12.04,-54.69,
508,6.91,-7.63,72.33,18.76,31.83,46.03,41.93,20.88,14.07,-1.93,-55.17,-44.43,-16.47,-41.46,-46.95,6.99,-21.55,-44.28,
509,2.35,-7.12,76.22,14.06,26.92,38.84,38.47,19.45,21.07,-1.88,-45.61,-48.00,-15.14,-34.44,-48.20,9.79,-9.24,-41.28,
510,8.31,-11.65,65.11,17.66,26.37,51.17,44.26,17.06,17.56,-0.44,-52.26,-42.62,-14.32,-43.11,-42.91,11.33,-20.52,-43.83,
511,8.27,-2.29,69.88,16.27,28.05,42.60,29.45,23.50,20.26,-11.41,-48.51,-48.81,-24.90,-39.24,-48.91,1.91,-13.13,-55.60,
512,8.81,2.26,75.66,10.71,26.58,38.79,20.92,30.44,23.00,-19.87,-46.94,-54.98,-34.85,-35.86,-54.01,2.12,-13.27,-64.10,
513,13.45,7.70,68.37,15.62,32.22,38.99,18.04,33.45,19.56,-27.06,-49.23,-54.81,-42.38,-36.88,-53.78,-4.81,-14.51,-68.37,
514,12.92,7.25,65.61,16.89,30.29,36.46,16.72,32.06,20.27,-27.42,-46.56,-53.59,-42.67,-35.44,-52.19,-5.27,-14.66,-63.50,
515,8.56,12.22,60.11,21.33,29.25,31.22,4.85,28.28,16.59,-35.87,-41.74,-48.21,-51.07,-31.82,-46.71,-10.07,-11.54,-60.63,
516,8.64,-13.71,64.41,13.06,22.52,56.43,35.14,24.93,7.91,-4.71,-11.17,-67.55,-24.47,-32.56,-52.01,2.95,-13.42,-53.73,
517,3.76,-19.18,65.73,12.41,22.94,55.21,46.72,16.12,15.39,2.91,-7.48,-61.73,-17.54,-27.82,-52.42,7.81,-8.76,-52.00,
518,0.79,-2.28,64.07,12.86,21.61,41.75,30.63,19.65,15.16,-11.73,-4.51,-59.33,-32.85,-18.87,-49.25,-5.02,-5.19,-52.64,
519,0.27,9.38,69.00,18.08,27.06,29.83,12.33,25.78,17.14,-27.70,-16.88,-62.95,-47.14,-21.56,-50.34,-18.45,3.79,-58.64,
520,-90.00,-29.55,14.02,6.52,-90.00,66.11,41.12,-90.00,32.78,3.47,-71.70,34.83,12.32,4.99,48.66,19.61,3.00,44.81,
521,-90.00,-28.70,14.93,5.29,-90.00,64.62,39.74,-90.00,36.75,4.07,-67.56,38.25,12.63,6.13,48.65,19.92,4.46,45.04,
522,-90.00,-28.47,15.15,5.48,-90.00,63.31,39.31,-90.00,38.22,4.71,-64.99,39.36,12.46,6.62,48.96,20.92,4.78,45.48,
523,-90.00,-28.61,15.71,4.87,-90.00,64.45,40.23,-90.00,40.08,5.53,-62.56,41.39,13.05,7.04,48.11,20.28,5.85,44.85,
524,-90.00,-28.36,15.56,5.00,-90.00,63.51,39.06,-90.00,40.65,5.14,-61.57,41.50,12.78,7.04,47.97,20.37,5.01,44.18,
525,-90.00,-28.64,15.88,4.81,-90.00,63.82,39.55,-90.00,40.86,5.45,-61.14,41.86,12.94,7.25,47.96,20.68,5.25,43.40,
526,-90.00,-29.56,15.18,5.09,-90.00,64.43,40.62,-90.00,35.45,5.79,-59.77,41.62,13.77,6.88,45.87,22.76,3.14,42.13,
527,-90.00,-29.18,14.93,5.42,-90.00,63.98,39.70,-90.00,36.28,5.78,-55.06,44.63,13.32,6.72,45.60,21.18,3.73,41.69,
528,-90.00,-29.91,17.48,-0.51,-79.56,53.68,44.16,-90.00,41.50,8.58,-54.17,44.21,12.95,9.33,44.37,23.63,5.50,39.25,
529,-90.00,-2.06,5.46,16.96,-90.00,32.12,10.35,-90.00,48.83,-22.57,-56.14,49.20,-12.64,13.41,69.73,-3.68,18.76,56.83,
530,-90.00,-3.05,4.61,18.81,-90.00,27.83,9.26,-90.00,54.55,-23.40,-64.59,49.19,-11.90,13.39,82.30,3.76,11.91,61.20,
531,-90.00,-2.18,5.28,18.22,-90.00,27.23,9.65,-90.00,55.68,-21.13,-63.03,50.97,-11.24,15.81,77.11,-1.54,18.51,63.00,
532,-90.00,-8.55,7.34,17.91,-90.00,29.96,11.44,-90.00,51.29,-18.79,-63.53,47.83,-6.37,12.50,70.13,8.24,11.96,58.85,
533,-90.00,-2.28,-0.09,23.40,-90.00,27.88,8.33,-90.00,47.77,-19.80,-65.13,43.60,-8.63,5.86,80.14,-0.56,7.87,67.18,
534,-90.00,-3.92,6.70,12.57,-90.00,32.21,12.60,-90.00,52.64,-16.29,-64.52,46.85,-10.02,14.33,73.71,0.36,14.64,60.03,
535,-90.00,-1.36,9.89,9.84,-90.00,23.01,9.73,-90.00,60.32,-18.86,-58.50,53.63,-12.15,17.63,72.98,-0.52,19.25,61.44,
536,-90.00,-2.27,10.57,10.71,-90.00,23.03,9.72,-90.00,59.39,-18.86,-58.58,53.12,-12.38,18.10,72.00,0.12,19.01,58.77,
537,-90.00,-2.82,10.47,10.08,-90.00,23.85,11.57,-90.00,59.53,-16.69,-58.34,53.58,-10.51,17.65,71.29,1.02,18.78,59.45,
538,-90.00,-2.32,8.15,15.00,-90.00,23.67,9.50,-90.00,52.16,-19.04,-57.27,47.29,-13.76,14.89,67.76,-2.35,18.69,57.81,
539,-90.00,-2.57,15.09,6.37,-90.00,23.90,13.39,-90.00,67.18,-14.59,-51.90,59.89,-9.37,21.51,64.26,2.84,22.53,55.20,
540,-90.00,-1.21,15.01,7.82,-90.00,23.94,10.39,-82.78,75.71,-16.61,-48.42,65.75,-7.90,21.60,63.47,2.87,20.79,56.52,
541,-90.00,-9.75,11.00,9.10,-90.00,29.04,14.35,-90.00,63.52,-13.44,-55.04,58.37,-3.83,16.43,65.83,4.97,17.10,55.77,
542,-90.00,-3.98,12.01,9.87,-90.00,25.41,14.26,-90.00,56.42,-11.99,-55.57,49.16,-7.55,16.86,61.90,2.67,15.70,53.08,
543,-90.00,-4.51,16.96,6.58,-90.00,28.15,15.78,-87.12,65.70,-10.58,-49.67,58.78,-7.66,21.12,60.59,3.52,23.24,49.95,
544,-90.00,-11.80,24.68,-1.82,-90.00,27.76,25.52,-61.18,77.02,0.48,-43.54,64.56,0.97,24.74,49.36,12.96,20.52,43.60,
545,-90.00,-9.65,20.52,1.01,-90.00,25.47,20.90,-70.33,69.92,-5.43,-47.35,61.25,-1.39,22.56,52.90,12.29,18.93,44.79,
546,-90.00,-7.45,20.00,4.81,-90.00,19.18,14.73,-73.30,75.21,-11.87,-46.65,64.35,-7.19,24.85,55.22,6.30,24.84,44.31,
547,-90.00,-16.50,36.77,-7.60,-67.78,39.46,29.36,-57.42,70.46,2.80,-54.19,49.39,7.81,27.79,29.82,22.40,22.41,18.01,
548,-90.00,-3.22,14.52,17.82,-90.00,55.93,-3.62,-90.00,49.76,-12.64,-61.66,48.06,-5.18,20.39,57.01,-0.13,26.16,49.11,
549,-90.00,-3.76,19.82,11.18,-90.00,54.65,-2.72,-90.00,60.41,-9.72,-55.69,55.59,-3.75,24.85,52.76,1.38,28.41,46.79,
550,-90.00,3.05,29.71,0.31,-90.00,43.29,-5.46,25.27,-18.45,-17.93,32.47,-38.17,-14.56,37.07,-17.47,-11.71,50.90,15.93,
551,-90.00,3.33,29.57,-0.38,-90.00,43.85,-5.35,25.88,-18.79,-17.71,32.97,-38.77,-14.26,37.67,-17.53,-11.87,52.54,15.19,
552,-90.00,6.85,29.53,-6.33,-60.08,51.99,-4.14,16.81,-34.18,-15.71,18.92,-53.20,-11.95,29.43,-27.05,-3.43,63.28,6.26,
553,-90.00,-30.03,40.98,-1.84,-54.48,59.91,1.89,10.46,-42.70,-10.37,6.57,-71.89,-5.59,14.10,-47.11,17.60,44.95,-4.66,
554,-90.00,-0.54,43.01,-7.67,-56.01,45.49,-6.44,12.22,-38.63,-18.72,12.16,-59.57,-15.90,21.54,-36.93,-1.86,49.84,-3.31,
555,-90.00,-1.36,40.86,-6.51,-59.61,47.37,-5.06,13.65,-37.53,-17.02,13.66,-58.20,-13.80,21.50,-36.02,-0.45,48.90,0.02,
556,-76.69,-1.22,57.96,-11.59,-40.09,37.20,-10.40,0.54,-47.12,-22.42,-1.39,-65.92,-20.44,8.39,-47.15,2.87,41.36,-19.92,
557,-90.00,3.18,44.45,-9.55,-50.04,42.74,-7.93,9.30,-40.54,-19.15,9.61,-61.14,-16.35,18.11,-39.70,-0.14,47.74,-5.02,
558,-73.66,8.22,52.28,-11.06,-43.94,28.86,-16.01,2.41,-41.36,-28.38,2.16,-60.90,-25.92,11.43,-44.66,0.50,44.16,-18.66,
559,-42.76,-8.99,84.91,-13.69,-20.99,36.70,-7.34,-15.82,-58.56,-18.68,-19.71,-65.50,-20.39,-13.13,-53.03,10.58,18.32,-32.75,
560,-45.56,-1.99,77.49,-14.51,-16.02,34.03,-8.61,-14.74,-58.00,-18.24,-17.10,-64.14,-19.53,-9.02,-48.96,7.42,27.36,-16.96,
561,-90.00,1.76,47.97,-10.16,-51.53,42.21,-8.10,10.04,-42.07,-21.10,9.13,-64.26,-17.62,16.88,-43.60,-0.67,47.89,-12.26,
562,-63.67,19.66,52.75,-9.69,-43.74,17.41,-26.09,-1.01,-36.28,-42.03,-0.21,-54.27,-39.70,9.89,-44.16,-8.02,40.49,-26.28,
563,-45.97,-7.63,79.61,-13.37,-11.01,42.56,-2.52,-17.53,-65.22,-12.39,-20.17,-75.71,-13.63,-11.91,-57.96,22.31,27.69,-21.94,
564,-72.10,8.90,49.95,-13.07,-9.23,46.67,0.15,-8.88,-56.79,-6.60,-6.50,-67.22,-6.52,3.79,-44.25,14.92,22.12,-6.70,
565,-90.00,11.34,55.01,-6.48,-21.90,24.31,-16.80,-14.54,-43.12,-27.97,-14.06,-52.87,-26.09,-1.62,-44.09,12.36,37.68,-10.27,
566,-59.14,-2.77,67.50,-16.62,-31.74,34.61,-10.85,-8.07,-56.39,-23.18,-12.81,-69.16,-24.07,-4.19,-52.65,0.36,23.43,-28.14,
567,-34.83,0.64,90.00,-17.28,-18.18,24.31,-18.06,-22.27,-60.10,-30.47,-26.87,-69.31,-34.47,-15.89,-62.03,7.04,15.70,-39.83,
568,-24.86,8.69,90.00,-13.25,-12.32,15.67,-23.93,-31.00,-52.43,-39.53,-34.16,-55.82,-48.33,-22.09,-54.98,-4.27,12.77,-55.65,
569,-41.93,4.61,90.00,-9.08,-19.51,18.70,-21.14,-21.93,-48.71,-34.32,-24.57,-58.05,-37.82,-12.55,-54.83,13.78,34.34,-29.80,
570,-53.47,16.02,60.48,-17.74,-37.16,19.18,-24.11,-6.06,-47.16,-40.93,-9.42,-61.40,-41.70,1.70,-49.81,-6.65,24.78,-28.31,
571,-62.65,2.93,61.18,-13.18,-36.78,29.47,-14.65,-6.29,-50.75,-30.71,-10.06,-67.46,-29.55,-0.27,-54.73,4.14,29.35,-33.36,
572,-60.71,-5.24,62.10,-14.76,-31.17,34.19,-7.72,-10.66,-58.05,-22.05,-14.96,-71.53,-21.01,-6.39,-55.55,12.52,18.22,-27.65,
573,-49.22,-2.27,80.29,-14.13,-17.76,32.89,-10.53,-22.47,-61.03,-25.00,-27.45,-65.19,-26.60,-16.98,-57.72,11.99,11.98,-38.60,
574,-49.42,6.66,74.63,-15.58,-25.61,27.03,-15.59,-20.53,-57.27,-29.49,-24.53,-63.71,-34.14,-14.45,-56.29,5.55,16.93,-39.16,
575,-30.03,7.57,90.00,-15.49,-10.98,20.57,-18.98,-35.75,-57.60,-33.64,-39.25,-56.37,-41.38,-27.63,-55.31,5.42,4.67,-47.39,
576,-18.79,12.54,90.00,-11.13,-4.44,14.13,-25.18,-45.40,-47.82,-42.68,-45.19,-45.32,-53.17,-34.53,-46.99,-1.11,-4.96,-53.88,
577,-14.72,-0.30,90.00,-2.62,1.95,14.79,-18.30,-58.03,-42.45,-35.09,-54.56,-38.56,-43.85,-43.70,-43.15,10.79,-14.24,-43.71,
578,-24.22,3.40,90.00,-9.60,-0.78,18.01,-15.59,-48.44,-52.43,-29.39,-47.12,-48.24,-36.33,-36.47,-48.52,9.94,-6.16,-44.67,
579,-17.92,0.67,90.00,-8.20,4.36,19.09,-13.58,-56.18,-51.71,-27.67,-53.61,-45.54,-35.42,-42.55,-46.64,11.47,-11.83,-44.83,
580,-90.00,8.43,18.06,7.33,-90.00,54.07,12.34,19.87,41.48,-7.96,36.15,40.51,-17.65,34.05,47.27,-2.91,31.28,45.78,
581,-90.00,4.92,25.81,-0.99,-90.00,52.25,10.25,30.21,29.92,-5.39,45.43,33.75,-15.06,42.38,40.08,-3.81,40.47,38.21,
582,-90.00,15.17,23.48,4.50,-90.00,41.04,3.54,23.61,39.53,-16.70,41.71,38.94,-26.53,40.02,45.63,-12.18,38.80,42.87,
583,-90.00,15.65,25.97,2.20,-90.00,39.76,2.85,25.35,35.87,-15.92,43.13,35.17,-25.81,40.69,41.83,-11.52,40.56,41.66,
584,-90.00,15.58,25.48,2.21,-90.00,40.05,2.73,25.28,35.84,-15.98,42.79,35.46,-25.83,40.49,42.02,-12.11,40.45,41.43,
585,-90.00,16.18,25.25,2.67,-90.00,39.84,2.17,24.83,35.98,-15.94,42.23,35.06,-25.90,39.74,41.67,-12.45,39.94,41.66,
586,-90.00,14.90,25.38,1.84,-90.00,41.92,4.01,25.27,34.99,-13.90,42.47,34.60,-23.88,39.77,41.16,-10.45,40.93,40.47,
587,-90.00,17.16,24.60,3.63,-90.00,38.86,0.97,23.88,36.63,-16.95,40.88,35.13,-27.17,38.42,41.71,-13.23,40.01,43.06,
588,-90.00,15.38,26.36,1.38,-90.00,40.32,2.57,25.68,34.58,-15.30,43.31,34.08,-25.25,40.88,40.61,-12.25,40.93,39.54,
589,-90.00,16.31,26.29,1.49,-90.00,39.56,1.08,25.65,35.59,-16.43,43.38,34.99,-26.36,40.98,41.59,-13.82,40.51,41.86,
590,-90.00,16.43,25.34,2.22,-90.00,40.16,1.40,25.01,36.30,-16.61,42.67,35.70,-26.53,40.38,42.36,-13.69,40.82,41.84,
591,-90.00,16.84,24.20,2.99,-90.00,40.67,1.95,24.34,36.70,-15.94,41.63,35.94,-25.92,39.16,42.71,-12.65,39.48,42.41,
592,-90.00,17.21,22.32,5.31,-90.00,40.85,1.80,22.11,38.51,-16.80,39.06,37.25,-26.96,36.97,44.21,-15.60,38.78,44.51,
593,-90.00,14.79,25.01,2.26,-90.00,41.71,3.26,24.73,35.85,-15.00,42.08,35.24,-24.77,39.65,41.84,-11.91,39.00,40.49,
594,-90.00,15.39,25.40,1.80,-90.00,41.26,3.05,25.20,35.32,-15.05,42.64,34.97,-24.86,40.20,41.62,-11.59,40.21,40.43,
595,-90.00,14.98,24.65,2.33,-90.00,42.12,3.71,24.51,35.67,-14.54,41.57,35.17,-24.32,39.04,41.87,-12.04,39.01,42.16,
596,-90.00,15.00,25.76,1.17,-90.00,41.48,3.21,25.77,35.25,-14.82,43.06,34.79,-24.57,40.50,41.35,-11.98,40.51,40.58,
597,-90.00,11.45,38.23,-10.80,-80.24,37.56,4.11,36.71,23.03,-12.34,57.03,25.49,-21.91,52.84,31.10,-5.89,54.19,29.41,
598,-51.99,3.54,64.58,-21.95,-24.17,27.62,9.26,37.11,-14.04,-4.17,55.89,-7.29,-15.19,49.48,-0.31,-1.57,58.61,4.39,
599,-39.75,5.47,74.65,-10.71,-25.70,6.52,-7.57,26.20,-13.89,-22.66,47.17,-14.30,-34.57,43.71,-8.95,-14.77,56.78,-8.13,
600,-46.82,13.91,75.63,-15.63,-31.31,9.96,-6.08,32.97,-9.17,-22.47,55.16,-7.28,-34.91,50.57,-0.96,-20.59,56.20,1.08,
601,-46.68,11.16,74.59,-14.92,-35.25,8.84,-8.57,33.91,-5.06,-23.23,54.82,-6.72,-35.26,49.87,-1.77,-20.60,61.58,-0.29,
602,-38.39,1.52,90.00,-13.72,-18.20,9.52,0.04,27.45,-18.08,-17.33,49.33,-17.88,-30.02,45.87,-11.71,-16.54,50.43,-12.08,
603,-27.59,3.84,90.00,-10.35,-13.55,2.74,-6.43,23.83,-22.75,-23.34,44.78,-23.60,-37.78,41.64,-17.03,-26.06,50.04,-17.42,
604,-20.41,4.65,90.00,-26.06,1.61,12.02,7.31,37.62,-42.52,-4.60,59.16,-29.11,-17.73,50.19,-20.19,-13.44,43.19,-25.49,
605,-54.63,18.24,65.29,-7.10,-31.85,6.90,-8.03,24.95,-4.00,-25.88,47.46,-4.82,-38.64,44.97,2.34,-27.81,46.55,6.16,
606,-36.89,-1.08,90.00,-10.90,-18.18,8.12,-1.58,25.37,-15.88,-17.58,46.00,-18.95,-30.16,42.93,-13.12,-16.24,50.43,-11.33,
607,-32.09,1.38,90.00,-11.39,-14.41,5.83,-2.74,25.38,-20.55,-18.30,45.68,-22.55,-31.38,42.24,-16.12,-17.62,50.06,-15.30,
608,-32.83,10.50,90.00,-9.87,-19.35,1.69,-8.14,25.73,-17.40,-24.50,46.25,-18.59,-38.40,42.93,-11.61,-25.53,52.20,-10.13,
609,-32.86,20.08,79.49,-4.19,-29.62,-5.88,-20.24,22.21,-10.52,-38.41,43.78,-15.16,-55.51,41.43,-8.32,-36.32,52.64,-5.95,
610,-90.00,6.77,22.88,6.70,-90.00,55.02,-7.27,-65.69,83.99,-19.66,-46.41,67.95,-11.65,43.20,29.44,-10.28,50.43,24.73,
611,-90.00,4.04,22.55,6.63,-90.00,59.67,-3.61,-65.25,82.48,-15.22,-45.40,66.35,-8.66,40.37,28.97,-6.61,46.26,26.84,
612,-90.00,5.40,12.67,12.27,-90.00,90.00,-9.50,-90.00,59.74,-23.34,-63.33,49.36,-8.65,35.54,38.62,-13.60,44.95,33.48,
613,-90.00,9.27,12.16,11.40,-90.00,90.00,-16.55,-90.00,66.18,-34.19,-90.00,47.46,-9.18,45.73,48.81,-15.73,56.42,40.05,
614,-90.00,7.14,16.53,11.01,-90.00,84.44,-9.43,-90.00,59.51,-28.89,-73.57,42.48,-11.32,38.55,36.26,-13.11,45.74,30.70,
615,-90.00,6.75,19.92,7.69,-90.00,77.26,-8.76,-90.00,68.52,-27.27,-69.90,49.26,-10.89,41.78,33.97,-11.57,49.80,29.33,
616,-90.00,0.57,20.20,7.77,-68.23,90.00,-1.64,-90.00,62.22,-19.19,-71.10,44.07,-5.30,36.37,31.00,-5.26,42.54,29.81,
617,-90.00,1.51,19.25,8.48,-82.29,90.00,-4.02,-90.00,62.04,-21.43,-72.32,45.14,-7.66,38.20,33.65,-7.24,44.77,30.62,
618,-90.00,2.08,21.30,7.51,-80.68,84.97,-4.39,-90.00,66.06,-21.11,-67.23,48.13,-8.02,39.08,31.68,-6.38,45.80,29.14,
619,-90.00,4.31,24.60,5.26,-90.00,69.86,-5.13,-77.97,73.98,-21.23,-60.11,53.91,-10.20,41.62,28.91,-7.23,48.05,25.83,
620,-90.00,1.63,25.65,4.06,-73.03,75.14,-1.43,-80.02,73.37,-17.37,-61.42,52.61,-7.51,40.95,27.36,-3.67,46.81,25.39,
621,-90.00,-1.42,26.00,3.74,-67.28,80.01,1.48,-85.67,71.10,-14.42,-62.63,50.96,-5.68,39.86,26.56,-1.57,45.30,24.79,
622,-90.00,-4.62,24.30,3.98,-61.87,90.00,3.18,-90.00,69.02,-12.86,-66.22,48.49,-2.18,37.05,27.59,0.63,40.45,27.53,
623,-90.00,2.18,25.48,5.58,-78.73,68.86,-5.29,-74.49,73.52,-20.69,-56.67,55.21,-9.38,39.77,27.26,-5.02,42.83,24.73,
624,-90.00,2.16,25.97,5.23,-73.10,69.53,-2.52,-73.80,72.09,-17.84,-56.61,53.61,-8.63,39.67,26.66,-3.45,45.94,25.02,
625,-90.00,0.18,26.78,2.81,-71.28,75.55,-0.12,-75.27,81.89,-15.20,-58.54,55.95,-5.99,40.68,26.85,-2.06,44.51,25.61,
626,-90.00,-1.28,20.20,7.58,-75.25,90.00,-1.50,-90.00,66.59,-17.04,-69.70,48.49,-4.75,37.52,33.41,-3.39,43.33,32.30,
627,-90.00,0.48,17.96,10.39,-83.00,90.00,-4.51,-90.00,63.39,-20.55,-69.86,46.47,-6.66,36.04,35.52,-4.72,41.53,33.71,
628,-90.00,-0.17,20.89,7.14,-76.49,90.00,-2.18,-90.00,69.32,-17.74,-67.48,49.98,-5.28,38.02,32.86,-2.66,43.75,31.59,
629,-90.00,0.10,20.96,7.48,-78.41,90.00,-2.33,-90.00,68.17,-17.96,-65.50,49.71,-6.49,37.94,32.54,-4.26,41.94,30.97,
630,-90.00,-0.07,20.33,8.00,-78.23,90.00,-2.68,-90.00,67.62,-18.28,-66.47,49.39,-6.15,37.43,33.29,-3.47,41.94,32.33,
631,-90.00,0.12,20.39,8.00,-78.57,90.00,-2.69,-90.00,66.92,-18.30,-66.40,49.01,-6.37,37.50,33.20,-4.09,41.94,32.45,
632,-90.00,-0.48,20.52,8.05,-75.22,90.00,-1.97,-90.00,66.70,-17.59,-66.95,48.57,-5.62,36.91,32.98,-3.61,41.73,32.38,
633,-90.00,-0.14,20.47,8.04,-77.09,90.00,-2.27,-90.00,67.87,-17.84,-66.19,49.58,-5.89,37.27,33.00,-2.86,42.89,32.35,
634,-90.00,-0.11,20.12,8.64,-76.12,90.00,-2.72,-90.00,65.63,-18.44,-66.34,48.03,-6.16,36.59,33.17,-4.44,42.54,31.74,
635,-90.00,-0.82,20.75,8.19,-73.94,90.00,-1.39,-90.00,65.22,-17.07,-66.33,47.86,-5.73,36.69,32.48,-3.04,41.34,32.15,
636,-90.00,-0.91,21.11,7.67,-73.67,90.00,-0.97,-90.00,66.84,-16.58,-65.75,48.89,-5.40,36.99,32.04,-1.98,41.41,31.28,
637,-90.00,-1.45,20.82,7.85,-72.76,90.00,-0.51,-90.00,65.89,-16.11,-67.28,48.15,-4.89,36.56,32.53,-2.20,41.02,32.81,
638,-90.00,11.34,21.27,3.09,-90.00,54.05,-14.04,-67.90,73.77,-32.95,-62.66,47.17,-11.06,40.66,29.61,-7.79,39.14,31.16,
639,-90.00,-6.64,37.81,-6.50,-50.56,59.33,8.56,-90.00,61.37,-10.90,-90.00,34.86,1.45,37.79,14.51,8.77,40.77,20.29,
640,-90.00,1.69,29.73,-3.11,-57.63,62.15,-28.48,-90.00,51.25,-21.08,-90.00,20.00,-8.44,42.64,22.06,-5.16,48.05,21.22,
641,-90.00,1.65,30.14,-3.08,-58.02,63.61,-25.23,-90.00,52.77,-23.02,-90.00,26.08,-7.53,42.36,22.91,-4.26,47.18,24.41,
642,-90.00,4.84,34.98,-4.35,-54.50,52.15,-26.34,-70.01,53.52,-25.34,-90.00,26.92,-9.62,42.20,16.31,-0.59,44.45,16.31,
643,-90.00,0.48,42.96,-9.54,-50.84,46.23,-25.37,-71.80,61.05,-20.34,-90.00,26.88,-6.65,44.20,8.88,4.79,44.96,15.73,
644,-90.00,-1.22,38.44,-7.13,-48.78,52.70,-22.61,-90.00,55.52,-19.39,-90.00,22.92,-5.99,41.15,11.57,1.21,39.43,18.31,
645,-90.00,-3.85,44.76,-9.94,-42.07,49.12,-12.63,-84.87,63.91,-11.61,-90.00,26.13,-4.68,41.04,5.68,5.15,43.12,11.04,
646,-90.00,-3.81,45.37,-10.35,-41.40,48.54,-9.96,-80.56,66.45,-9.93,-90.00,27.92,-4.88,41.16,5.07,4.96,43.69,9.72,
647,-90.00,-5.44,50.36,-12.38,-37.88,46.30,-7.19,-82.33,69.14,-7.19,-90.00,29.72,-4.26,41.27,1.11,6.45,44.79,6.36,
648,-58.06,-1.02,66.08,-21.36,-41.45,28.13,-2.97,-54.25,90.00,-3.82,-76.89,55.53,-13.57,50.13,-8.87,3.55,43.62,-8.43,
649,-49.97,-6.70,72.41,-16.18,-23.56,28.48,7.24,-56.82,90.00,3.42,-61.51,44.80,-8.22,36.00,-16.56,9.64,37.69,-11.54,
650,-53.16,-8.74,68.94,-15.12,-27.29,28.42,7.27,-59.46,85.26,3.47,-61.64,42.74,-8.75,37.51,-13.42,8.94,39.18,-8.49,
651,-40.69,0.77,90.00,-13.89,-23.38,12.61,7.69,-40.59,90.00,-0.71,-44.85,57.78,-15.80,34.51,-22.19,4.41,34.71,-18.31,
652,-70.45,5.19,56.45,-11.29,-40.93,28.01,-8.18,-51.70,80.29,-12.24,-60.38,46.70,-15.49,43.15,-1.79,-1.61,48.33,-0.13,
653,-90.00,5.11,46.94,-10.27,-54.86,38.14,-18.27,-58.56,79.22,-20.17,-76.48,44.96,-13.96,47.87,9.58,-3.54,49.52,11.33,
654,-90.00,0.59,39.92,-7.22,-47.36,57.32,-15.53,-90.00,61.10,-12.32,-90.00,35.39,-3.06,40.64,13.66,2.36,45.32,13.42,
655,-90.00,-6.54,44.41,-10.75,-40.29,55.81,-7.57,-90.00,64.94,-4.96,-90.00,29.38,0.51,39.63,8.53,7.62,41.66,10.97,
656,-64.06,-7.35,60.14,-18.19,-31.72,41.73,4.01,-72.23,90.00,2.89,-78.31,44.83,-1.44,41.77,-4.64,12.49,42.41,-2.58,
657,-60.38,-6.40,63.94,-15.23,-29.57,36.88,4.74,-63.53,90.00,1.34,-63.48,44.40,-4.61,38.53,-7.68,8.65,38.42,-5.96,
658,-54.07,-5.57,68.23,-14.07,-27.97,31.75,7.72,-55.17,90.00,1.99,-53.03,47.10,-8.05,36.84,-11.33,7.25,36.69,-10.36,
659,-67.25,-1.47,60.41,-13.92,-33.83,37.04,2.52,-60.74,90.00,-2.03,-62.73,45.40,-8.18,41.53,-3.55,3.85,41.56,-2.68,
660,-68.29,-0.10,60.07,-14.29,-37.75,36.79,-0.49,-59.72,90.00,-5.01,-62.23,49.20,-9.31,43.65,-1.99,4.21,44.28,-2.13,
661,-64.70,-1.68,61.19,-13.56,-34.32,36.02,3.03,-59.54,86.59,-2.23,-58.71,47.38,-8.36,40.96,-3.69,4.59,41.55,-4.21,
662,-61.11,4.05,66.94,-14.40,-39.71,27.20,-1.46,-50.19,90.00,-7.54,-52.38,58.43,-14.43,45.26,-5.53,0.47,47.87,-6.51,
663,-61.57,4.22,64.90,-13.86,-40.44,28.90,-2.37,-49.74,90.00,-8.31,-51.54,58.74,-14.59,45.09,-4.47,-0.24,47.16,-6.60,
664,-72.25,5.51,59.96,-11.39,-41.89,31.88,-6.49,-52.34,90.00,-11.31,-55.14,51.47,-13.73,43.61,-1.63,-0.32,46.43,-2.82,
